package_name,version,timestamp,total_risks_found,risk_types,severities,categories,max_severity,raw_output
@0x000000000000000/util,0.1.0,2025-12-10T14:42:28.359708,0,,,[],none,[]
@aaakca/myf,1.0.14,2025-12-10T14:42:28.364429,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@alfalab/core-components,37.3.0-beta.10,2025-12-10T14:42:28.367965,26,install_hook_present;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,install_hook;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""postinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'classnames'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'compute-scroll-into-view'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'date-fns'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'downshift'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'element-closest'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'intersection-observer'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'libphonenumber-js'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'lodash.debounce'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'nouislider'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'popper-max-size-modifier'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-canvas-pattern-lock'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-div-100vh'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-focus-lock'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-merge-refs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-popper'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-swipeable'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-textarea-autosize'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-transition-group'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-virtual'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-virtuoso'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'recharts'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'simplebar'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'swiper'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'text-mask-core'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'ui-primitives'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@anemone95/evil,1.0.9,2025-12-10T14:42:28.388617,2,potential_dependency_confusion;suspicious_dependency,medium;high,supply_chain_attack;system_capability,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@anemone95/evil' depends on non-scoped package 'child_process'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""suspicious_dependency"", ""severity"": ""high"", ""evidence"": ""Package depends on 'child_process' which can execute system commands"", ""confidence"": 0.7, ""category"": ""system_capability""}]"
@arkadium/eagle-user-client,9.1.1,2025-12-10T14:42:28.397073,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@arkadium/eagle-user-client,9.99.999,2025-12-10T14:42:28.400033,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@aszxc/npmexp,1.0.1,2025-12-10T14:42:28.404906,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.0,2025-12-10T14:42:28.407070,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.1,2025-12-10T14:42:28.409259,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.2,2025-12-10T14:42:28.414502,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.3,2025-12-10T14:42:28.416854,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.4,2025-12-10T14:42:28.420311,2,install_hook_present;install_hook_present,medium;medium,install_hook;install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""install script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.fragments.scrim,10.0.0,2025-12-10T14:42:28.424937,2,install_hook_present;install_hook_present,medium;medium,install_hook;install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""install script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.utils.conditional-wrapper,10.0.1,2025-12-10T14:42:28.424937,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@aviationpast/niotest,1.0.10,2025-12-10T14:42:28.431396,3,install_hook_present;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium,install_hook;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""install script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@aviationpast/niotest' depends on non-scoped package '4equest'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@aviationpast/niotest' depends on non-scoped package 'npm'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@aviationpast/niotest,1.0.14,2025-12-10T14:42:28.431396,3,install_hook_present;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium,install_hook;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""install script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@aviationpast/niotest' depends on non-scoped package '4equest'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@aviationpast/niotest' depends on non-scoped package 'npm'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@b2bgeo/backend-api-types,13.3.7,2025-12-10T14:42:28.438989,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/backend-api-types,13.3.8,2025-12-10T14:42:28.438989,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/certs,13.3.7,2025-12-10T14:42:28.438989,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/certs,13.3.8,2025-12-10T14:42:28.446974,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-aws,13.3.7,2025-12-10T14:42:28.450802,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-aws,13.3.8,2025-12-10T14:42:28.453873,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-github,13.3.7,2025-12-10T14:42:28.453873,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-github,13.3.8,2025-12-10T14:42:28.461251,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-s3,13.3.7,2025-12-10T14:42:28.464645,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-s3,13.3.8,2025-12-10T14:42:28.467103,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-startrek,13.3.7,2025-12-10T14:42:28.470368,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/ci-startrek,13.3.8,2025-12-10T14:42:28.470368,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/configs,13.3.7,2025-12-10T14:42:28.470368,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/configs,13.3.8,2025-12-10T14:42:28.479409,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/design-system,13.3.7,2025-12-10T14:42:28.483548,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/design-system,13.3.8,2025-12-10T14:42:28.486049,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/frontend-server-api-types,13.3.7,2025-12-10T14:42:28.489089,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/frontend-server-api-types,13.3.8,2025-12-10T14:42:28.491752,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/map-icons,13.3.7,2025-12-10T14:42:28.493063,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/run-if-changed,13.3.7,2025-12-10T14:42:28.496281,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/run-if-changed,13.3.8,2025-12-10T14:42:28.497660,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/run-in-packages,13.3.7,2025-12-10T14:42:28.497660,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/run-in-packages,13.3.8,2025-12-10T14:42:28.504898,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/tanker,13.3.7,2025-12-10T14:42:28.504898,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/tanker,13.3.8,2025-12-10T14:42:28.510782,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/utils,13.3.7,2025-12-10T14:42:28.513582,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/utils,13.3.8,2025-12-10T14:42:28.514188,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/yav,13.3.7,2025-12-10T14:42:28.519438,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@b2bgeo/yav,13.3.8,2025-12-10T14:42:28.522578,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@balea-telefonica/ui,10.10.90,2025-12-10T14:42:28.525280,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@balea-telefonica/ui,10.10.92,2025-12-10T14:42:28.528392,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@balea-telefonica/ui,10.10.93,2025-12-10T14:42:28.530986,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@balea-telefonica/ui,10.10.94,2025-12-10T14:42:28.530986,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@balea-telefonica/ui,10.10.95,2025-12-10T14:42:28.530986,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@bi-crm/logging,1.99.0,2025-12-10T14:42:28.540433,2,install_hook_present;install_hook_present,medium;medium,install_hook;install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""install script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@bigid-ui/components,9.9.9,2025-12-10T14:42:28.544974,2,install_hook_present;hardcoded_ip,medium;critical,install_hook;network_exfiltration,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""hardcoded_ip"", ""severity"": ""critical"", ""evidence"": ""Contains IP addresses: ['8.8.8.8', '188.166.0.193', '188.166.110.6']"", ""confidence"": 0.9, ""category"": ""network_exfiltration""}]"
@bingads-webui-campaign-react/labels-page,9.1.3,2025-12-10T14:42:28.547524,2,install_hook_present;potential_dependency_confusion,medium;medium,install_hook;supply_chain_attack,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@bingads-webui-campaign-react/labels-page' depends on non-scoped package 'node-machine-id'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@bingads-webui-campaign/facebook-import-page,15.0.0,2025-12-10T14:42:28.614437,8,install_hook_present;potential_dependency_confusion;hardcoded_urls;hardcoded_ip;obfuscated_code;obfuscated_code;obfuscated_code;obfuscated_code,medium;medium;high;critical;high;high;high;high,install_hook;supply_chain_attack;network_exfiltration;network_exfiltration;obfuscation;obfuscation;obfuscation;obfuscation,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@bingads-webui-campaign/facebook-import-page' depends on non-scoped package 'node-machine-id'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 59 non-standard URLs: ['https://jquery.com/', 'https://sizzlejs.com/', 'https://jquery.org/license', 'https://html.spec.whatwg.org/#nonce-attributes', 'https://sizzlejs.com/', 'https://js.foundation/', 'https://jsperf.com/thor-indexof-vs-for/5', 'http://www.w3.org/TR/css3-selectors/#whitespace', 'https://www.w3.org/TR/css-syntax-3/#ident-token-diagram', 'http://www.w3.org/TR/selectors/#attribute-selectors', 'http://www.w3.org/TR/CSS21/syndata.html#escaped-characters', 'https://drafts.csswg.org/cssom/#common-serializing-idioms', 'https://drafts.csswg.org/selectors/#forgiving-selector', 'https://drafts.csswg.org/selectors/#relational', 'https://drafts.csswg.org/css-conditional-4/#typedef-supports-selector-fn', 'https://drafts.csswg.org/css-conditional-4/#dfn-support-selector', 'https://html.spec.whatwg.org/multipage/scripting.html#selector-enabled', 'https://html.spec.whatwg.org/multipage/scripting.html#selector-disabled', 'https://html.spec.whatwg.org/multipage/forms.html#category-listed', 'https://html.spec.whatwg.org/multipage/forms.html#concept-fe-disabled', 'https://html.spec.whatwg.org/multipage/forms.html#concept-option-disabled', 'https://bugs.jquery.com/ticket/4833', 'https://bugs.jquery.com/ticket/13378', 'https://bugs.jquery.com/ticket/12359', 'https://msdn.microsoft.com/en-us/library/ie/hh465388.aspx#attribute_section', 'http://www.w3.org/TR/2011/REC-css3-selectors-20110929/#checked', 'https://bugs.webkit.org/show_bug.cgi?id=136851', 'http://www.w3.org/TR/selectors/#pseudo-classes', 'http://www.w3.org/TR/selectors/#lang-pseudo', 'http://www.w3.org/TR/2011/REC-css3-selectors-20110929/#checked', 'http://www.w3.org/TR/selectors/#empty-pseudo', 'https://msdn.microsoft.com/en-us/library/ms536429%28VS.85%29.aspx', 'https://promisesaplus.com/#point-59', 'https://promisesaplus.com/#point-48', 'https://promisesaplus.com/#point-54', 'https://promisesaplus.com/#point-75', 'https://promisesaplus.com/#point-64', 'https://promisesaplus.com/#point-61', 'https://promisesaplus.com/#point-57', 'https://bugs.chromium.org/p/chromium/issues/detail?id=378607', 'https://bugs.jquery.com/ticket/13393', 'https://www.w3.org/TR/DOM-Level-3-Events/#event-type-click', 'https://www.w3.org/TR/2003/WD-DOM-Level-3-Events-20030331/ecma-script-binding.html', 'https://bugs.chromium.org/p/chromium/issues/detail?id=470258', 'https://connect.microsoft.com/IE/feedback/details/1736512/', 'https://jsperf.com/getall-vs-sizzle/2', 'https://www.w3.org/TR/css-syntax-3/#input-preprocessing', 'https://drafts.csswg.org/cssom/#resolved-values', 'https://developer.mozilla.org/en-US/docs/CSS/display', 'https://html.spec.whatwg.org/multipage/syntax.html#attributes-2', 'https://infra.spec.whatwg.org/#strip-and-collapse-ascii-whitespace', 'https://html.spec.whatwg.org/#strip-and-collapse-whitespace', 'https://bugzilla.mozilla.org/show_bug.cgi?id=687787', 'http://www.w3.org/TR/DOM-Level-3-Events/#events-focusevent-event-order', 'https://bugs.chromium.org/p/chromium/issues/detail?id=449857', 'http://example.com', 'https://bugs.webkit.org/show_bug.cgi?id=137337', 'https://bugs.webkit.org/show_bug.cgi?id=29084', 'https://bugs.chromium.org/p/chromium/issues/detail?id=589347']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}, {""risk_type"": ""hardcoded_ip"", ""severity"": ""critical"", ""evidence"": ""Contains IP addresses: ['2.3.3.3', '2.3.3.1', '2.3.3.3', '2.3.3.3']"", ""confidence"": 0.9, ""category"": ""network_exfiltration""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'IIFE obfuscation wrapper' found 3 times."", ""confidence"": 0.5, ""category"": ""obfuscation""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'Hex escape sequences' found 14 times."", ""confidence"": 0.8, ""category"": ""obfuscation""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'Unicode escape sequences' found 5 times."", ""confidence"": 0.7, ""category"": ""obfuscation""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'CharCode obfuscation' found 2 times."", ""confidence"": 0.8, ""category"": ""obfuscation""}]"
